orden,interseccion,color_todos,color_les,color_fall,color_transp,
598,L. Garza Ayala con Juan I. Ramon,#42f581,#c6cc14,#f54242,#00FFFFFF,
599,Rio Moctezuma con Rio Missouri,#42f581,#c6cc14,#f54242,#00FFFFFF,
600,Alfonso Reyes con Santa Martha,#42f581,#c6cc14,#f54242,#00FFFFFF,
601,Calzada Del Rosario con Gertrudis,#42f581,#c6cc14,#f54242,#00FFFFFF,
602,Fuentes Del Valle con Via Aemilia,#42f581,#c6cc14,#f54242,#00FFFFFF,
603,L. Garza Ayala con Simon De La Garza Melo,#42f581,#c6cc14,#f54242,#00FFFFFF,
604,Via Savotino con Via Galvani,#42f581,#c6cc14,#f54242,#00FFFFFF,
605,Gomez Morin con Socrates,#42f581,#c6cc14,#f54242,#00FFFFFF,
606,Callejon De Capellania con Hortelanos,#42f581,#c6cc14,#f54242,#00FFFFFF,
607,Rio De La Plata con Rio Mosela,#42f581,#c6cc14,#f54242,#00FFFFFF,
608,Santa Barbara con Galeana,#42f581,#c6cc14,#f54242,#00FFFFFF,
609,Jimenez con Puebla,#42f581,#c6cc14,#f54242,#00FFFFFF,
610,Rio Grijalva con Rio Sena,#42f581,#c6cc14,#f54242,#00FFFFFF,
611,Rio Tamesis con Rio Caura,#42f581,#c6cc14,#f54242,#00FFFFFF,
612,Hidalgo con Priv. Corregidora,#42f581,#c6cc14,#f54242,#00FFFFFF,
613,Rio Missouri con Rio Grijalva,#42f581,#c6cc14,#f54242,#00FFFFFF,
614,L. Garza Ayala con Manuel Doblado,#42f581,#c6cc14,#f54242,#00FFFFFF,
615,Real San Agustin con Priv. San Roberto,#42f581,#c6cc14,#f54242,#00FFFFFF,
616,Gomez Morin con Aranjuez,#42f581,#c6cc14,#f54242,#00FFFFFF,
617,Rio Suchiate con Rio Danubio,#42f581,#c6cc14,#f54242,#00FFFFFF,
618,Alfonso Reyes con Roberto Garza Sada,#42f581,#c6cc14,#f54242,#00FFFFFF,
619,Callejon De Capellania con Rio Mosela,#42f581,#c6cc14,#f54242,#00FFFFFF,
620,Ricardo Margain con Rio Amacuzac,#42f581,#c6cc14,#f54242,#00FFFFFF,
621,Grafito con Platino,#42f581,#c6cc14,#f54242,#00FFFFFF,
622,Manuel J. Clouthier con Zinc,#42f581,#c6cc14,#f54242,#00FFFFFF,
623,Lomas Del Valle con Corona,#42f581,#c6cc14,#f54242,#00FFFFFF,
624,Jeronimo Siller con Gral. Treviño,#42f581,#c6cc14,#f54242,#00FFFFFF,
625,Rio Missouri con Rio Balsas,#42f581,#c6cc14,#f54242,#00FFFFFF,
626,Zinc con Mercurio,#42f581,#c6cc14,#f54242,#00FFFFFF,
627,Rio Tamuin con Rio Pantepec,#42f581,#c6cc14,#f54242,#00FFFFFF,
628,Emiliano Zapata con P. Gonzalez Garza,#42f581,#c6cc14,#f54242,#00FFFFFF,
629,Rio Mississippi con Rio Bravo,#42f581,#c6cc14,#f54242,#00FFFFFF,
630,Rio Rosas con Rio Volga,#42f581,#c6cc14,#f54242,#00FFFFFF,
631,Gomez Morin con Priv. Rio Amazonas,#42f581,#c6cc14,#f54242,#00FFFFFF,
632,Cobalto con Cobre,#42f581,#c6cc14,#f54242,#00FFFFFF,
633,Cobalto con Sodio,#42f581,#c6cc14,#f54242,#00FFFFFF,
634,Gomez Morin con Lidio A. Torres,#42f581,#c6cc14,#f54242,#00FFFFFF,
635,Humberto Junco con Paseo Olga,#42f581,#c6cc14,#f54242,#00FFFFFF,
636,Jose Vasconcelos con Privada Viena,#42f581,#c6cc14,#f54242,#00FFFFFF,
637,Lomas Del Valle con Tuxtepec,#42f581,#c6cc14,#f54242,#00FFFFFF,
638,Rio Tamuin con Rio Amacuzac,#42f581,#c6cc14,#f54242,#00FFFFFF,
639,Callejon De Los Ayala con Zaragoza,#42f581,#c6cc14,#f54242,#00FFFFFF,
640,L. Garza Ayala con Allende,#42f581,#c6cc14,#f54242,#00FFFFFF,
641,Los Soles con Corporativo,#42f581,#c6cc14,#f54242,#00FFFFFF,
642,Rio Suchiate con Via Augusta,#42f581,#c6cc14,#f54242,#00FFFFFF,
643,L. Garza Ayala con Hidalgo,#42f581,#c6cc14,#f54242,#00FFFFFF,
644,Rio Bravo con Rio Rhin,#42f581,#c6cc14,#f54242,#00FFFFFF,
645,Rio Tigris con Rio Tiber,#42f581,#c6cc14,#f54242,#00FFFFFF,
646,Rio Grijalva con Rio Guadalquivir,#42f581,#c6cc14,#f54242,#00FFFFFF,
647,Rio Bravo con Rio Volga,#42f581,#c6cc14,#f54242,#00FFFFFF,
648,Rio Tamesis con Rio Amazonas,#42f581,#c6cc14,#f54242,#00FFFFFF,
649,Callejon De Los Ayala con Mimbre,#42f581,#c6cc14,#f54242,#00FFFFFF,
650,Porfirio Diaz con Juan I. Ramon,#42f581,#c6cc14,#f54242,#00FFFFFF,
651,Rio Suchiate con Rio Tajo,#42f581,#c6cc14,#f54242,#00FFFFFF,
652,Jose Vasconcelos con Cedros,#42f581,#c6cc14,#f54242,#00FFFFFF,
653,Benito Juarez con Galeana,#42f581,#c6cc14,#f54242,#00FFFFFF,
654,Roberto Garza Sada con Bosques Del Encino,#42f581,#c6cc14,#f54242,#00FFFFFF,
655,Manuel J. Clouthier con Uranio,#42f581,#c6cc14,#f54242,#00FFFFFF,
656,Rio Orinoco con Rio Bravo,#42f581,#c6cc14,#f54242,#00FFFFFF,
657,Rio Tamazunchale con Rio Panuco,#42f581,#c6cc14,#f54242,#00FFFFFF,
658,Alfonso Reyes con Doblado,#42f581,#c6cc14,#f54242,#00FFFFFF,
659,L. Garza Ayala con Abasolo,#42f581,#c6cc14,#f54242,#00FFFFFF,
660,Jeronimo Siller con Sierra Del Carmen,#42f581,#c6cc14,#f54242,#00FFFFFF,
661,Morones Prieto con Primera De Monte Palatino,#42f581,#c6cc14,#f54242,#00FFFFFF,
662,Rio Tamesis con Rio Danubio,#42f581,#c6cc14,#f54242,#00FFFFFF,
663,Rio Tamuin con Rio Nazas,#42f581,#c6cc14,#f54242,#00FFFFFF,
664,Roberto Garza Sada con Onix,#42f581,#c6cc14,#f54242,#00FFFFFF,
665,Benito Juarez con 5 De Mayo,#42f581,#c6cc14,#f54242,#00FFFFFF,
666,Cobalto con Carbono,#42f581,#c6cc14,#f54242,#00FFFFFF,
667,L. Garza Ayala con Morelos,#42f581,#c6cc14,#f54242,#00FFFFFF,
668,Rio Suchiate con Galeana,#42f581,#c6cc14,#f54242,#00FFFFFF,
669,Emiliano Zapata con Division Del Norte,#42f581,#c6cc14,#f54242,#00FFFFFF,
670,Enrique Garcia Leal con Oro,#42f581,#c6cc14,#f54242,#00FFFFFF,
671,Gomez Morin con De La Paz,#42f581,#c6cc14,#f54242,#00FFFFFF,
672,Guillermo Prieto con 5 De Mayo,#42f581,#c6cc14,#f54242,#00FFFFFF,
673,Rio Missouri con Via Settembre,#42f581,#c6cc14,#f54242,#00FFFFFF,
674,Bosques Del Valle con Bosques Del Olivo,#42f581,#c6cc14,#f54242,#00FFFFFF,
675,Genaro Garza Garcia con Galeana,#42f581,#c6cc14,#f54242,#00FFFFFF,
676,Rio Suchiate con Moralillo,#42f581,#c6cc14,#f54242,#00FFFFFF,
677,L. Garza Ayala con Padre Mier,#42f581,#c6cc14,#f54242,#00FFFFFF,
678,Rio Suchiate con L. Garza Ayala,#42f581,#c6cc14,#f54242,#00FFFFFF,
679,Zinc con Azufre,#42f581,#c6cc14,#f54242,#00FFFFFF,
680,Los Soles con Cristobal Colon,#42f581,#c6cc14,#f54242,#00FFFFFF,
681,Alfonso Reyes con Candelaria,#42f581,#c6cc14,#f54242,#00FFFFFF,
682,Gomez Morin con Via Romulo,#42f581,#c6cc14,#f54242,#00FFFFFF,
683,Jeronimo Siller con Sierra Morena,#42f581,#c6cc14,#f54242,#00FFFFFF,
684,Real San Agustin con Queranzas,#42f581,#c6cc14,#f54242,#00FFFFFF,
685,Rio Missouri con Via Popilia,#42f581,#c6cc14,#f54242,#00FFFFFF,
686,Rio Orinoco con Rio Guayalejo,#42f581,#c6cc14,#f54242,#00FFFFFF,
687,Rio Suchiate con Laredo,#42f581,#c6cc14,#f54242,#00FFFFFF,
688,Rio Tamazunchale con Rio Danubio,#42f581,#c6cc14,#f54242,#00FFFFFF,
689,Jimenez con Lucio Blanco,#42f581,#c6cc14,#f54242,#00FFFFFF,
690,Rio Tamesis con Rio Madeira,#42f581,#c6cc14,#f54242,#00FFFFFF,
691,Rio Grijalva con Rio Danubio,#42f581,#c6cc14,#f54242,#00FFFFFF,
692,Rio Rosas con Rio Hudson,#42f581,#c6cc14,#f54242,#00FFFFFF,
693,L. Garza Ayala con Zaragoza,#42f581,#c6cc14,#f54242,#00FFFFFF,
694,Rio Tamazunchale con Rio Sena,#42f581,#c6cc14,#f54242,#00FFFFFF,
695,Cobalto con Division Del Norte,#42f581,#c6cc14,#f54242,#00FFFFFF,
696,Gomez Morin con Janitzio,#42f581,#c6cc14,#f54242,#00FFFFFF,
697,Los Soles con Callejon Del Caballo,#42f581,#c6cc14,#f54242,#00FFFFFF,
698,Rio Suchiate con Rio Rhin,#42f581,#c6cc14,#f54242,#00FFFFFF,
699,Alfonso Reyes con Eugenio Garza Laguera,#42f581,#c6cc14,#f54242,#00FFFFFF,
700,Callejon De Capellania con Privada Capellania,#42f581,#c6cc14,#f54242,#00FFFFFF,
701,Rio Bravo con Rio Amazonas,#42f581,#c6cc14,#f54242,#00FFFFFF,
702,Rio Mississippi con Rio Tamesis,#42f581,#c6cc14,#f54242,#00FFFFFF,
703,Rio Tamesis con Rio Rhin,#42f581,#c6cc14,#f54242,#00FFFFFF,
704,Rio Tigris con Priv. Molday,#42f581,#c6cc14,#f54242,#00FFFFFF,
705,Emiliano Zapata con A. Ruiz Cortinez,#42f581,#c6cc14,#f54242,#00FFFFFF,
706,Fuentes Del Valle con Via Luovise,#42f581,#c6cc14,#f54242,#00FFFFFF,
707,Jimenez con Cedros,#42f581,#c6cc14,#f54242,#00FFFFFF,
708,Las Torres con Platino,#42f581,#c6cc14,#f54242,#00FFFFFF,
709,Lomas Del Valle con Mirador De La Sierra,#42f581,#c6cc14,#f54242,#00FFFFFF,
710,Manuel J. Clouthier con Aluminio,#42f581,#c6cc14,#f54242,#00FFFFFF,
711,Ricardo Margain con Santa Engracia,#42f581,#c6cc14,#f54242,#00FFFFFF,
712,Roberto Garza Sada con Privada Roberto Garza Sada,#42f581,#c6cc14,#f54242,#00FFFFFF,
713,Alfonso Reyes con Valle De Chipinque,#42f581,#c6cc14,#f54242,#00FFFFFF,
714,Benito Juarez con Antonio Lopez,#42f581,#c6cc14,#f54242,#00FFFFFF,
715,Cobalto con Priv. Platino,#42f581,#c6cc14,#f54242,#00FFFFFF,
716,Corregidora con Lopez Mateos,#42f581,#c6cc14,#f54242,#00FFFFFF,
717,Emiliano Zapata con Anacleto Guerrero,#42f581,#c6cc14,#f54242,#00FFFFFF,
718,Enrique Garcia Leal con Fierro,#42f581,#c6cc14,#f54242,#00FFFFFF,
719,Fuentes Del Valle con Primera De Monte Palatino,#42f581,#c6cc14,#f54242,#00FFFFFF,
720,Grafito con Cobre,#42f581,#c6cc14,#f54242,#00FFFFFF,
721,Hidalgo con Privada Carranza,#42f581,#c6cc14,#f54242,#00FFFFFF,
722,Jeronimo Siller con Treviño,#42f581,#c6cc14,#f54242,#00FFFFFF,
723,L. Garza Ayala con Dalmonte,#42f581,#c6cc14,#f54242,#00FFFFFF,
724,L. Garza Ayala con Rio Tamuin,#42f581,#c6cc14,#f54242,#00FFFFFF,
725,Las Torres con Juan De Zumarraga,#42f581,#c6cc14,#f54242,#00FFFFFF,
726,Las Torres con Titanio,#42f581,#c6cc14,#f54242,#00FFFFFF,
727,Las Torres con Uranio,#42f581,#c6cc14,#f54242,#00FFFFFF,
728,Lomas Del Valle con Rio Suchil,#42f581,#c6cc14,#f54242,#00FFFFFF,
729,Morones Prieto con Rio Las Palmas,#42f581,#c6cc14,#f54242,#00FFFFFF,
730,Ricardo Margain con Privada Villas De Sta Engarcia,#42f581,#c6cc14,#f54242,#00FFFFFF,
731,Rio De La Plata con Rio Guayalejo,#42f581,#c6cc14,#f54242,#00FFFFFF,
732,Rio Mississippi con Rio Mosela,#42f581,#c6cc14,#f54242,#00FFFFFF,
733,Rio Suchiate con Cascada,#42f581,#c6cc14,#f54242,#00FFFFFF,
734,Rio Tamesis con Rio De La Plata,#42f581,#c6cc14,#f54242,#00FFFFFF,
735,Rio Tamuin con Rio Don,#42f581,#c6cc14,#f54242,#00FFFFFF,
736,Bosques Del Valle con Bosques De Catemaco,#42f581,#c6cc14,#f54242,#00FFFFFF,
737,Jimenez con Libertad,#42f581,#c6cc14,#f54242,#00FFFFFF,
738,Callejon De Capellania con Santa Monica,#42f581,#c6cc14,#f54242,#00FFFFFF,
739,Rio Bravo con Via Angelica,#42f581,#c6cc14,#f54242,#00FFFFFF,
740,Santa Barbara con 16 De Sep.,#42f581,#c6cc14,#f54242,#00FFFFFF,
741,Grafito con Antimonio,#42f581,#c6cc14,#f54242,#00FFFFFF,
742,Emiliano Zapata con Plan De Ayala,#42f581,#c6cc14,#f54242,#00FFFFFF,
743,Fuentes Del Valle con Rio Suchiate,#42f581,#c6cc14,#f54242,#00FFFFFF,
744,Hidalgo con 16 De Sep.,#42f581,#c6cc14,#f54242,#00FFFFFF,
745,Jimenez con Maria Cantu,#42f581,#c6cc14,#f54242,#00FFFFFF,
746,L. Garza Ayala con Justo Sierra,#42f581,#c6cc14,#f54242,#00FFFFFF,
747,Emiliano Zapata con Miguel Aleman,#42f581,#c6cc14,#f54242,#00FFFFFF,
748,Via Savotino con Via Salaria,#42f581,#c6cc14,#f54242,#00FFFFFF,
749,Benito Juarez con L. Garza Ayala,#42f581,#c6cc14,#f54242,#00FFFFFF,
750,Corregidora con L. Garza Ayala,#42f581,#c6cc14,#f54242,#00FFFFFF,
751,Hidalgo con Emilio Carranza,#42f581,#c6cc14,#f54242,#00FFFFFF,
752,Alfonso Reyes con Bos. De Viena,#42f581,#c6cc14,#f54242,#00FFFFFF,
753,Hidalgo con Independencia,#42f581,#c6cc14,#f54242,#00FFFFFF,
754,L. Garza Ayala con Degollado,#42f581,#c6cc14,#f54242,#00FFFFFF,
755,Calzada Del Rosario con Santa Cecilia,#42f581,#c6cc14,#f54242,#00FFFFFF,
756,Hidalgo con 2 De Abril,#42f581,#c6cc14,#f54242,#00FFFFFF,
757,L. Garza Ayala con Matamoros,#42f581,#c6cc14,#f54242,#00FFFFFF,
758,Manuel J. Clouthier con Ruiz Cortines,#42f581,#c6cc14,#f54242,#00FFFFFF,
759,Rio De La Plata con Rio Salinas,#42f581,#c6cc14,#f54242,#00FFFFFF,
760,Rio Orinoco con Rio Balsas,#42f581,#c6cc14,#f54242,#00FFFFFF,
761,Cobalto con Antimonio,#42f581,#c6cc14,#f54242,#00FFFFFF,
762,Gomez Morin con Uxmal,#42f581,#c6cc14,#f54242,#00FFFFFF,
763,Grafito con Carbono,#42f581,#c6cc14,#f54242,#00FFFFFF,
764,Jimenez con Los Fresnos,#42f581,#c6cc14,#f54242,#00FFFFFF,
765,Jose Vasconcelos con Montes Urales,#42f581,#c6cc14,#f54242,#00FFFFFF,
766,L. Garza Ayala con Guerrero,#42f581,#c6cc14,#f54242,#00FFFFFF,
767,Porfirio Diaz con Hidalgo,#42f581,#c6cc14,#f54242,#00FFFFFF,
768,Real San Agustin con Lirios,#42f581,#c6cc14,#f54242,#00FFFFFF,
769,Rio Bravo con Rio Las Palmas,#42f581,#c6cc14,#f54242,#00FFFFFF,
770,Rio Bravo con Rio Potomac,#42f581,#c6cc14,#f54242,#00FFFFFF,
771,Rio Suchiate con Rio Nilo,#42f581,#c6cc14,#f54242,#00FFFFFF,
772,Rio Tamuin con Rio Mayo,#42f581,#c6cc14,#f54242,#00FFFFFF,
773,Plutarco Elias Calles con Hacienda Del Valle,#42f581,#c6cc14,#f54242,#00FFFFFF,
774,Rio Suchiate con Tuxtepec,#42f581,#c6cc14,#f54242,#00FFFFFF,
775,Los Soles con Torrevillas,#42f581,#c6cc14,#f54242,#00FFFFFF,
776,Montes Rocallosos con Sierra Mijes,#42f581,#c6cc14,#f54242,#00FFFFFF,
777,Cobalto con Plata,#42f581,#c6cc14,#f54242,#00FFFFFF,
778,Corregidora con Galeana,#42f581,#c6cc14,#f54242,#00FFFFFF,
779,Hidalgo con Galeana,#42f581,#c6cc14,#f54242,#00FFFFFF,
780,L. Garza Ayala con Lic. Verdad,#42f581,#c6cc14,#f54242,#00FFFFFF,
781,Lazaro Cardenas con Savila,#42f581,#c6cc14,#f54242,#00FFFFFF,
782,Bosques Del Valle con Prol. Maria De Los Angeles,#42f581,#c6cc14,#f54242,#00FFFFFF,
783,Bosques Del Valle con Sierra De Juarez,#42f581,#c6cc14,#f54242,#00FFFFFF,
784,Callejon De Capellania con Mimbre,#42f581,#c6cc14,#f54242,#00FFFFFF,
785,Fuentes Del Valle con Via Julio Cesar,#42f581,#c6cc14,#f54242,#00FFFFFF,
786,Grafito con Sodio,#42f581,#c6cc14,#f54242,#00FFFFFF,
787,Hidalgo con Priv. Parque,#42f581,#c6cc14,#f54242,#00FFFFFF,
788,L. Garza Ayala con Diego De Montemayor,#42f581,#c6cc14,#f54242,#00FFFFFF,
789,Los Soles con Mirador Del Campestre,#42f581,#c6cc14,#f54242,#00FFFFFF,
790,Manuel J. Clouthier con Carbono,#42f581,#c6cc14,#f54242,#00FFFFFF,
791,Plutarco Elias Calles con Laredo,#42f581,#c6cc14,#f54242,#00FFFFFF,
792,Porfirio Diaz con Gral Naranjo,#42f581,#c6cc14,#f54242,#00FFFFFF,
793,Real San Agustin con Jaguarundi,#42f581,#c6cc14,#f54242,#00FFFFFF,
794,Rio Mississippi con Rio Balsas,#42f581,#c6cc14,#f54242,#00FFFFFF,
795,Rio Missouri con Via Lata,#42f581,#c6cc14,#f54242,#00FFFFFF,
796,Rio Moctezuma con Rio Danubio,#42f581,#c6cc14,#f54242,#00FFFFFF,
797,Benito Juarez con Puebla,#42f581,#c6cc14,#f54242,#00FFFFFF,
798,Emiliano Zapata con Luis Cabrera,#42f581,#c6cc14,#f54242,#00FFFFFF,
799,Fuentes Del Valle con Via Appia,#42f581,#c6cc14,#f54242,#00FFFFFF,
800,Hidalgo con Priv. Hidalgo,#42f581,#c6cc14,#f54242,#00FFFFFF,
801,Jeronimo Siller con Cerro Prieto,#42f581,#c6cc14,#f54242,#00FFFFFF,
802,Jimenez con Granada,#42f581,#c6cc14,#f54242,#00FFFFFF,
803,Jimenez con Niños Heroes,#42f581,#c6cc14,#f54242,#00FFFFFF,
804,L. Garza Ayala con A. Siller,#42f581,#c6cc14,#f54242,#00FFFFFF,
805,Las Torres con Alejandro Vi,#42f581,#c6cc14,#f54242,#00FFFFFF,
806,Rio Bravo con Rio Nilo,#42f581,#c6cc14,#f54242,#00FFFFFF,
807,Rio Missouri con Rio Tamesis,#42f581,#c6cc14,#f54242,#00FFFFFF,
808,Rio Moctezuma con Rio Caura,#42f581,#c6cc14,#f54242,#00FFFFFF,
809,Rio Orinoco con Rio Suchiate,#42f581,#c6cc14,#f54242,#00FFFFFF,
810,Rio Suchiate con Priv. Tuxtepec,#42f581,#c6cc14,#f54242,#00FFFFFF,
811,Rio Suchiate con Rio De La Plata,#42f581,#c6cc14,#f54242,#00FFFFFF,
812,Rio Suchiate con Rio Potomac,#42f581,#c6cc14,#f54242,#00FFFFFF,
813,Roberto Garza Sada con Bosques Mexicanos,#42f581,#c6cc14,#f54242,#00FFFFFF,
814,Roberto Garza Sada con Priv. Colina Azul,#42f581,#c6cc14,#f54242,#00FFFFFF,
815,L. Garza Ayala con Los Aldama,#42f581,#c6cc14,#f54242,#00FFFFFF,
816,Bosques Del Valle con Bosques De Irlanda,#42f581,#c6cc14,#f54242,#00FFFFFF,
817,Bosques Del Valle con Bosques De Tahiti,#42f581,#c6cc14,#f54242,#00FFFFFF,
818,Hidalgo con Niños Heroes,#42f581,#c6cc14,#f54242,#00FFFFFF,
819,L. Garza Ayala con Natividad Garcia,#42f581,#c6cc14,#f54242,#00FFFFFF,
820,Porfirio Diaz con Genaro Garza Garcia,#42f581,#c6cc14,#f54242,#00FFFFFF,
821,Roberto Garza Sada con Juan Crouset,#42f581,#c6cc14,#f54242,#00FFFFFF,
822,Lazaro Cardenas con Sierra Leona,#42f581,#c6cc14,#f54242,#00FFFFFF,
823,Lomas Del Valle con Priv. Laredo,#42f581,#c6cc14,#f54242,#00FFFFFF,
824,Rio Moctezuma con Via Savotino,#42f581,#c6cc14,#f54242,#00FFFFFF,
825,Rio Suchiate con Rio Missouri,#42f581,#c6cc14,#f54242,#00FFFFFF,
826,Rio Tigris con Maria De Los Angeles,#42f581,#c6cc14,#f54242,#00FFFFFF,
827,Rio Tigris con Rio Brenta,#42f581,#c6cc14,#f54242,#00FFFFFF,
828,Alfonso Reyes con Frente Colegio Cecvac,#42f581,#c6cc14,#f54242,#00FFFFFF,
829,Benito Juarez con Fco. I. Madero,#42f581,#c6cc14,#f54242,#00FFFFFF,
830,Bosques Del Valle con Bosques De Francia,#42f581,#c6cc14,#f54242,#00FFFFFF,
831,Bosques Del Valle con Bosques De Saigon,#42f581,#c6cc14,#f54242,#00FFFFFF,
832,Corregidora con Eulalio Guzman,#42f581,#c6cc14,#f54242,#00FFFFFF,
833,Corregidora con Priv. Parque,#42f581,#c6cc14,#f54242,#00FFFFFF,
834,Corregidora con Puebla,#42f581,#c6cc14,#f54242,#00FFFFFF,
835,Diaz Ordaz con Paseo Del Molino,#42f581,#c6cc14,#f54242,#00FFFFFF,
836,Emiliano Zapata con Fco. Cardenas,#42f581,#c6cc14,#f54242,#00FFFFFF,
837,Genaro Garza Garcia con Risco,#42f581,#c6cc14,#f54242,#00FFFFFF,
838,Hidalgo con Privada Sierra Madre,#42f581,#c6cc14,#f54242,#00FFFFFF,
839,Jeronimo Siller con Sierra De Juarez,#42f581,#c6cc14,#f54242,#00FFFFFF,
840,L. Garza Ayala con Gral. Treviño,#42f581,#c6cc14,#f54242,#00FFFFFF,
841,Lazaro Cardenas con Privada Villas De Santa Engracia,#42f581,#c6cc14,#f54242,#00FFFFFF,
842,Lomas Del Valle con Privada Usumacinta,#42f581,#c6cc14,#f54242,#00FFFFFF,
843,Porfirio Diaz con Abasolo,#42f581,#c6cc14,#f54242,#00FFFFFF,
844,Rio De La Plata con Rio Potosi,#42f581,#c6cc14,#f54242,#00FFFFFF,
845,Rio Orinoco con Rio San Juan,#42f581,#c6cc14,#f54242,#00FFFFFF,
846,Rio Suchiate con Rio Suchil,#42f581,#c6cc14,#f54242,#00FFFFFF,
847,Rio Tamesis con Rio Navia,#42f581,#c6cc14,#f54242,#00FFFFFF,
848,Alfonso Reyes con Priv. Rio Akumal,#42f581,#c6cc14,#f54242,#00FFFFFF,
849,Alfonso Reyes con Prol. Monte Falco,#42f581,#c6cc14,#f54242,#00FFFFFF,
850,Calzada Del Rosario con Genoveva,#42f581,#c6cc14,#f54242,#00FFFFFF,
851,Calzada Del Rosario con Maria De Los Angeles,#42f581,#c6cc14,#f54242,#00FFFFFF,
852,Calzada Del Rosario con Santa Martha,#42f581,#c6cc14,#f54242,#00FFFFFF,
853,Corregidora con Fco. I. Madero,#42f581,#c6cc14,#f54242,#00FFFFFF,
854,Corregidora con Parque,#42f581,#c6cc14,#f54242,#00FFFFFF,
855,Diaz Ordaz con Paseo Del Seminario,#42f581,#c6cc14,#f54242,#00FFFFFF,
856,Emiliano Zapata con R. Gonzalez Garza,#42f581,#c6cc14,#f54242,#00FFFFFF,
857,Eugenio Garza Laguera con Callejon De Las Privanzas,#42f581,#c6cc14,#f54242,#00FFFFFF,
858,Genaro Garza Garcia con Peñas,#42f581,#c6cc14,#f54242,#00FFFFFF,
859,Genaro Garza Garcia con Puebla,#42f581,#c6cc14,#f54242,#00FFFFFF,
860,Gomez Morin con Loma Blanca,#42f581,#c6cc14,#f54242,#00FFFFFF,
861,Gomez Morin con Versalles,#42f581,#c6cc14,#f54242,#00FFFFFF,
862,Guillermo Prieto con Puebla,#42f581,#c6cc14,#f54242,#00FFFFFF,
863,Jeronimo Siller con Cerrada De Los Nogales,#42f581,#c6cc14,#f54242,#00FFFFFF,
864,Jeronimo Siller con El Duomo,#42f581,#c6cc14,#f54242,#00FFFFFF,
865,Jeronimo Siller con Torre De Pisa,#42f581,#c6cc14,#f54242,#00FFFFFF,
866,Jose Vasconcelos con Priv. Carranza,#42f581,#c6cc14,#f54242,#00FFFFFF,
867,L. Garza Ayala con Priv. Acuerdos,#42f581,#c6cc14,#f54242,#00FFFFFF,
868,Las Torres con Aluminio,#42f581,#c6cc14,#f54242,#00FFFFFF,
869,Manuel J. Clouthier con Andador De Corregidora,#42f581,#c6cc14,#f54242,#00FFFFFF,
870,Plutarco Elias Calles con Privada 1,#42f581,#c6cc14,#f54242,#00FFFFFF,
871,Rio Bravo con Rio Madeira,#42f581,#c6cc14,#f54242,#00FFFFFF,
872,Rio De La Plata con Rio De La Silla,#42f581,#c6cc14,#f54242,#00FFFFFF,
873,Rio De La Plata con Rio La Silla,#42f581,#c6cc14,#f54242,#00FFFFFF,
874,Rio De La Plata con Rio Pilon,#42f581,#c6cc14,#f54242,#00FFFFFF,
875,Rio De La Plata con Rio San Juan,#42f581,#c6cc14,#f54242,#00FFFFFF,
876,Rio Mississippi con Rio San Juan,#42f581,#c6cc14,#f54242,#00FFFFFF,
877,Rio Missouri con Via Clodia,#42f581,#c6cc14,#f54242,#00FFFFFF,
878,Rio Suchiate con Corona,#42f581,#c6cc14,#f54242,#00FFFFFF,
879,Rio Suchiate con Palmas,#42f581,#c6cc14,#f54242,#00FFFFFF,
880,Rio Suchiate con Rio Madeira,#42f581,#c6cc14,#f54242,#00FFFFFF,
881,Rio Tamesis con Palmas,#42f581,#c6cc14,#f54242,#00FFFFFF,
882,Rio Tamesis con Rio Elba,#42f581,#c6cc14,#f54242,#00FFFFFF,
883,Rio Tamesis con Rio Las Palmas,#42f581,#c6cc14,#f54242,#00FFFFFF,
884,Rio Tamuin con Rio Atoyac,#42f581,#c6cc14,#f54242,#00FFFFFF,
885,Roberto Garza Sada con Maria De Los Angeles,#42f581,#c6cc14,#f54242,#00FFFFFF,
886,Roberto Garza Sada con Priv. Rio Akumal,#42f581,#c6cc14,#f54242,#00FFFFFF,
887,Roberto Garza Sada con Privada Del Retorno,#42f581,#c6cc14,#f54242,#00FFFFFF,
888,Via Savotino con Tiberio Graco,#42f581,#c6cc14,#f54242,#00FFFFFF,
889,Alfonso Reyes con Herradura,#42f581,#c6cc14,#f54242,#00FFFFFF,
890,Rio Bravo con Rio Danubio,#42f581,#c6cc14,#f54242,#00FFFFFF,
891,Rio Bravo con Rio Navia,#42f581,#c6cc14,#f54242,#00FFFFFF,
892,Rio Tigris con Rio Ebro,#42f581,#c6cc14,#f54242,#00FFFFFF,
893,Lazaro Cardenas con Paseo Elizabeth,#42f581,#c6cc14,#f54242,#00FFFFFF,
894,Roberto Garza Sada con A. Gonzalez,#42f581,#c6cc14,#f54242,#00FFFFFF,
895,Alfonso Reyes con Centenario,#42f581,#c6cc14,#f54242,#00FFFFFF,
896,Alfonso Reyes con Priv. J.I. Ramon,#42f581,#c6cc14,#f54242,#00FFFFFF,
897,Corregidora con Las Torres,#42f581,#c6cc14,#f54242,#00FFFFFF,
898,Corregidora con Lerdo De Tejada,#42f581,#c6cc14,#f54242,#00FFFFFF,
899,Corregidora con Rincon De Las Mitras,#42f581,#c6cc14,#f54242,#00FFFFFF,
900,Fuentes Del Valle con Monte Esquilino,#42f581,#c6cc14,#f54242,#00FFFFFF,
